POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings,team_name,nationality,year
49,SiddharthTrivedi,121.0,11,11,69,3,1,1,0,RR,Indian,2010
50,MSDhoni,120.5,13,0,0,26,8,5,6,CSK,Indian,2010
51,PaulCollingwood,119.5,8,5,24,9,13,4,0,DC,Overseas,2010
52,DirkNannes,118.5,9,7,89,0,0,2,0,DC,Overseas,2010
53,ShaunTait,118.5,8,10,70,0,1,4,0,RR,Overseas,2010
54,DineshKarthik,116.0,14,0,0,26,6,6,6,DC,Indian,2010
55,HerschelleGibbs,111.5,10,0,0,26,9,6,0,DEC,Overseas,2010
56,ManishPandey,109.5,13,0,0,27,7,7,0,RCB,Indian,2010
57,TirumalasettiSuman,109.0,14,0,2,23,12,3,0,DEC,Indian,2010
58,ShaneBond,109.0,8,9,75,0,0,1,0,KKR,Overseas,2010
59,RyanMcLaren,105.5,10,4,69,7,0,2,0,MI,Overseas,2010
60,RahulDravid,105.5,16,0,0,34,3,4,0,RCB,Indian,2010
61,PradeepSangwan,104.0,8,9,70,0,0,1,0,DC,Indian,2010
62,ManvinderBisla,101.0,10,0,0,27,6,5,0,KXIP,Indian,2010
63,ChamindaVaas,100.5,6,9,63,1,1,0,0,DEC,Overseas,2010
64,MFMaharoof,96.5,7,8,54,2,2,1,0,DC,Overseas,2010
65,AshokDinda,95.5,7,9,64,0,0,0,0,KKR,Indian,2010
66,GautamGambhir,94.5,11,0,0,32,2,3,0,DC,Indian,2010
67,DwayneBravo,93.5,10,4,48,3,4,4,0,MI,Overseas,2010
68,ManojTiwary,90.5,13,1,2,23,5,4,0,KKR,Indian,2010
69,HarmeetSinghBansal,88.0,8,8,60,0,0,0,0,DEC,Indian,2010
70,LakshmipathyBalaji,85.5,7,7,50,1,1,2,0,CSK,Indian,2010
71,IshantSharma,81.0,7,7,54,0,0,1,0,KKR,Indian,2010
72,ShikharDhawan,80.5,10,0,0,23,3,5,0,MI,Indian,2010
73,UmeshYadav,78.5,7,6,55,0,0,1,0,DC,Indian,2010
74,ShalabhSrivastava,77.5,8,6,54,0,0,1,0,KXIP,Indian,2010
75,DilharaFernando,77.0,5,7,50,0,0,1,0,MI,Overseas,2010
76,AbhishekJhunjhunwala,76.0,13,0,12,16,4,4,0,RR,Indian,2010
77,JPDuminy,74.0,7,1,13,13,5,3,0,MI,Overseas,2010
78,RameshPowar,72.5,7,3,62,0,0,0,0,KXIP,Indian,2010
79,AshishNehra,71.5,4,6,37,2,1,2,0,DC,Indian,2010
80,MohnishMishra,68.5,11,0,0,18,6,1,0,DEC,Indian,2010
81,RahulSharma,68.5,6,5,40,3,1,0,0,DEC,Indian,2010
82,JuanTheron,67.5,7,6,44,0,0,1,0,KXIP,Overseas,2010
83,ShanthakumaranSreesanth,67.0,6,3,44,5,0,0,0,KXIP,Indian,2010
84,FaizFazal,67.0,10,0,1,19,1,6,0,RR,Indian,2010
85,AjitAgarkar,66.5,7,4,40,4,0,1,0,KKR,Indian,2010
86,AdamVoges,65.5,9,0,15,15,3,1,0,RR,Overseas,2010
87,TThushara,60.5,4,5,38,0,0,2,0,CSK,Overseas,2010
88,ShaunMarsh,58.5,4,0,0,14,6,1,0,KXIP,Overseas,2010
89,RajagopalSathish,56.0,12,2,14,11,0,3,0,MI,Indian,2010
90,SumitNarwal,56.0,5,5,31,2,0,1,0,RR,Indian,2010
91,AdityaDole,54.5,3,5,21,3,1,2,0,RR,Indian,2010
92,TillakaratneDilshan,53.5,6,3,18,6,0,4,0,DC,Overseas,2010
93,BradHodge,53.5,4,2,8,11,1,3,0,KKR,Overseas,2010
94,AndrewMcDonald,53.0,4,5,21,3,2,0,0,DC,Overseas,2010
95,DavidHussey,53.0,6,0,13,5,5,4,0,KKR,Overseas,2010
96,JaskaranSingh,52.0,6,6,31,0,0,0,0,DEC,Indian,2010
97,CheteshwarPujara,50.5,10,0,0,14,3,2,0,KKR,Indian,2010
98,LaxmiRatanShukla,49.0,4,3,19,3,2,2,0,KKR,Indian,2010
99,SarabjitLadda,48.0,5,4,34,0,0,0,0,DC,Indian,2010
100,MithunManhas,47.5,9,0,0,14,0,5,0,DC,Indian,2010
101,BrendonMcCullum,47.0,5,0,0,14,2,2,0,KKR,Overseas,2010
102,RajatBhatia,45.5,5,3,23,1,2,1,0,DC,Indian,2010
103,MunafPatel,44.0,4,3,31,0,0,1,0,RR,Indian,2010
104,CharlLangeveldt,43.5,3,5,26,0,0,0,0,KKR,Overseas,2010
105,SudeepTyagi,42.5,6,1,34,0,0,2,0,CSK,Indian,2010
106,WriddhimanSaha,41.0,13,0,0,9,1,3,3,KKR,Indian,2010
107,SanathJayasuriya,39.5,4,2,19,4,1,0,0,MI,Overseas,2010
108,DanielVettori,38.0,3,2,21,4,0,0,0,DC,Overseas,2010
109,MitchellMarsh,37.0,3,2,24,1,1,0,0,DEC,Overseas,2010
110,JaydevUnadkat,36.5,3,4,20,0,0,1,0,KKR,Indian,2010
111,AliMurtaza,36.0,3,3,23,0,0,1,0,MI,Indian,2010
112,RossTaylor,36.0,7,0,0,2,6,4,0,RCB,Overseas,2010
113,OwaisShah,35.0,5,0,0,7,5,0,0,KKR,Overseas,2010
114,JMKemp,34.0,5,3,15,1,1,1,0,CSK,Overseas,2010
115,AnirudhSingh,33.5,5,0,0,6,1,6,0,DEC,Indian,2010
116,ABdeVilliers,32.5,7,0,0,7,0,6,0,DC,Overseas,2010
117,ParasDogra,32.5,9,0,0,4,5,2,0,RR,Indian,2010
118,BipulSharma,32.0,5,3,14,1,0,2,0,KXIP,Indian,2010
119,AdityaTare,30.5,7,0,0,5,3,1,2,MI,Indian,2010
120,DimitriMascarenhas,30.0,2,4,16,0,0,0,0,RR,Overseas,2010
121,CameronWhite,30.0,7,0,2,3,3,4,0,RCB,Overseas,2010
122,KamranKhan,28.5,3,3,18,0,0,0,0,RR,Indian,2010
123,PankajSingh,28.0,2,2,21,0,0,0,0,RCB,Indian,2010
124,BrettLee,27.5,4,0,20,1,0,2,0,KXIP,Overseas,2010
125,ParthivPatel,27.0,4,0,0,6,2,0,2,CSK,Indian,2010
126,VVSLaxman,26.0,6,0,0,7,1,2,0,DEC,Indian,2010
127,KemarRoach,25.0,2,0,20,1,0,1,0,DEC,Overseas,2010
128,KedarJadhav,24.5,5,0,0,7,2,0,0,DC,Indian,2010
129,JoginderSharma,23.5,3,2,14,0,0,1,0,CSK,Indian,2010
130,ManpreetGony,23.0,3,1,17,0,0,1,0,CSK,Indian,2010
131,AbhishekRaut,23.0,6,0,0,3,3,2,0,RR,Indian,2010
132,GraemeSmith,22.5,2,0,0,7,0,2,0,RR,Overseas,2010
133,VikramjeetMalik,22.0,3,1,16,1,0,0,0,KXIP,Indian,2010
134,IqbalAbdulla,21.5,3,1,18,0,0,0,0,KKR,Indian,2010
135,MoisesHenriques,21.0,1,1,10,2,0,1,0,DC,Overseas,2010
136,MorneMorkel,20.0,2,0,15,1,0,1,0,RR,Overseas,2010
137,AbhishekNayar,19.5,3,0,0,4,2,1,0,MI,Indian,2010
138,AjanthaMendis,19.0,2,2,12,0,0,0,0,KKR,Overseas,2010
139,KPAppanna,18.5,2,1,15,0,0,0,0,RCB,Indian,2010
140,EoinMorgan,18.5,6,0,0,2,1,4,0,RCB,Overseas,2010
141,BodapatiSumanth,17.5,5,0,0,3,0,4,0,DEC,Indian,2010
142,LoveAblish,17.5,2,3,7,0,0,0,0,KXIP,Indian,2010
143,RoelofvanderMerwe,17.5,1,2,8,0,0,1,0,RCB,Overseas,2010
144,NayanDoshi,17.5,1,1,14,0,0,0,0,RCB,Indian,2010
145,YAAbdulla,16.5,2,1,13,0,0,0,0,KXIP,Overseas,2010
146,AdrianBarath,16.0,3,0,0,5,1,0,0,KXIP,Overseas,2010
147,MarkBoucher,16.0,5,0,0,0,1,3,2,RCB,Overseas,2010
148,DwayneSmith,15.5,3,1,6,1,1,0,0,DEC,Overseas,2010
149,AmitUniyal,15.0,2,2,8,0,0,0,0,RR,Indian,2010
150,VenugopalRao,14.5,6,0,1,3,1,1,0,DEC,Indian,2010
151,DhawalKulkarni,13.5,1,1,10,0,0,0,0,MI,Indian,2010
152,KGoel,12.0,6,0,1,1,1,2,0,KXIP,Overseas,2010
153,MohammadKaif,10.0,4,0,0,2,0,2,0,KXIP,Indian,2010
154,SSriram,9.5,1,0,2,3,0,0,0,RCB,Overseas,2010
155,YoMahesh,8.5,1,1,5,0,0,0,0,DC,Indian,2010
156,AbhimanyuMithun,8.0,1,1,2,1,0,0,0,RCB,Indian,2010
157,RSSodhi,7.5,3,0,0,1,0,2,0,KXIP,Overseas,2010
158,CMadan,7.5,1,0,0,3,0,0,0,MI,Overseas,2010
159,AaronFinch,6.5,1,0,3,0,1,0,0,RR,Overseas,2010
160,ShrikantWagh,5.5,1,1,2,0,0,0,0,RR,Indian,2010
161,GeorgeBailey,5.0,1,0,0,2,0,0,0,CSK,Overseas,2010
162,MichaelHussey,5.0,3,0,0,2,0,0,0,CSK,Overseas,2010
163,ShreevatsGoswami,5.0,1,0,0,2,0,0,0,RCB,Indian,2010
164,BalachandraAkhil,3.0,1,0,3,0,0,0,0,RCB,Indian,2010
165,AzharBilakhia,2.5,1,0,0,0,0,1,0,DEC,Indian,2010
166,StuartBinny,2.5,1,0,0,1,0,0,0,MI,Indian,2010
167,SAAsnodkar,2.5,2,0,0,1,0,0,0,RR,Overseas,2010
168,DamienMartyn,2.5,1,0,0,1,0,0,0,RR,Overseas,2010
169,RSGavaskar,2.0,2,0,2,0,0,0,0,KKR,Overseas,2010
170,CGanapathy,1.0,1,0,1,0,0,0,0,CSK,Overseas,2010
171,ArunKarthik,0.0,1,0,0,0,0,0,0,CSK,Indian,2010
172,ThisaraPerera,0.0,1,0,0,0,0,0,0,CSK,Overseas,2010
173,AmitPaunikar,0.0,1,0,0,0,0,0,0,RR,Indian,2010
1,ChrisGayle,409.5,12,8,80,57,44,2,0,RCB,Overseas,2011
2,LasithMalinga,294.5,16,28,183,0,1,4,0,MI,Overseas,2011
3,PaulValthaty,282.5,14,7,43,56,20,2,0,KXIP,Indian,2011
4,YusufPathan,256.5,15,13,93,24,13,5,0,KKR,Indian,2011
5,ShaneWatson,246.0,11,6,78,31,17,4,0,RR,Overseas,2011
6,ViratKohli,241.0,16,2,23,55,16,7,0,RCB,Indian,2011
7,RavichandranAshwin,237.0,16,20,157,0,0,4,0,CSK,Indian,2011
8,JacquesKallis,237.0,15,7,54,46,6,9,0,KKR,Overseas,2011
9,SureshRaina,235.5,16,4,62,36,17,4,0,CSK,Indian,2011
10,MunafPatel,229.5,15,22,145,0,0,3,0,MI,Indian,2011
11,YuvrajSingh,228.0,14,9,61,24,18,5,0,PWI,Indian,2011
12,AmitMishra,227.5,14,19,130,9,1,2,0,DC,Indian,2011
13,HarbhajanSingh,224.5,15,14,127,9,6,2,0,MI,Indian,2011
14,IrfanPathan,223.5,14,11,124,12,6,4,0,DD,Indian,2011
15,RavindraJadeja,219.5,14,8,90,20,14,1,0,KTK,Indian,2011
16,ShaunMarsh,215.0,14,0,0,52,20,6,0,KXIP,Overseas,2011
17,VirenderSehwag,213.0,11,0,0,51,18,9,0,DD,Indian,2011
18,AlbieMorkel,212.5,15,15,102,8,8,4,0,CSK,Overseas,2011
19,DanChristian,212.0,14,11,109,9,7,7,0,DC,Overseas,2011
20,RahulSharma,211.0,14,16,128,1,2,7,0,PWI,Indian,2011
21,ZaheerKhan,205.0,15,14,141,2,0,4,0,RCB,Indian,2011
22,SreenathArvind,201.0,13,21,115,2,0,3,0,RCB,Indian,2011
23,IqbalAbdulla,197.0,15,16,131,1,0,3,0,KKR,Indian,2011
24,AdamGilchrist,195.5,14,0,0,41,18,9,3,KXIP,Overseas,2011
25,SachinTendulkar,195.0,16,0,0,67,5,4,0,MI,Indian,2011
26,RyanHarris,194.5,13,16,111,3,0,8,0,KXIP,Overseas,2011
27,DaleSteyn,193.0,12,14,134,3,0,1,0,DC,Overseas,2011
28,RPSingh,188.0,14,13,135,0,0,3,0,KTK,Indian,2011
29,PraveenKumar,185.5,13,10,137,2,1,2,0,KXIP,Indian,2011
30,KieronPollard,184.0,16,10,73,12,6,10,0,MI,Overseas,2011
31,JesseRyder,184.0,13,4,29,37,11,4,0,PWI,Overseas,2011
32,DougBollinger,183.5,13,17,114,0,0,4,0,CSK,Overseas,2011
33,MorneMorkel,177.5,11,13,115,3,2,1,0,DD,Overseas,2011
34,JohanBotha,177.5,10,7,81,20,2,6,0,RR,Overseas,2011
35,DanielVettori,177.0,13,12,119,1,1,4,0,RCB,Overseas,2011
36,KumarSangakkara,175.0,13,0,0,44,5,17,2,DC,Overseas,2011
37,MichaelHussey,171.0,14,0,0,53,6,7,0,CSK,Overseas,2011
38,ShaneWarne,170.0,13,13,117,1,0,2,0,RR,Overseas,2011
39,PiyushChawla,168.5,12,16,93,2,2,3,0,KXIP,Indian,2011
40,VinayKumar,168.5,13,12,103,4,1,4,0,KTK,Indian,2011
41,MSDhoni,168.0,16,0,0,25,23,5,5,CSK,Indian,2011
42,MuraliVijay,167.5,16,0,0,34,20,5,0,CSK,Indian,2011
43,IshantSharma,167.0,12,11,121,0,0,3,0,DC,Indian,2011
44,ShikharDhawan,165.5,14,1,5,47,7,6,0,DC,Indian,2011
45,AmbatiRayudu,164.5,16,0,3,44,9,7,1,MI,Indian,2011
46,BradHodge,151.5,14,7,28,26,9,1,0,KTK,Overseas,2011
47,JamesHopes,150.5,10,7,53,22,3,3,0,DD,Overseas,2011
48,BrendonMcCullum,148.5,13,0,0,35,16,2,0,KTK,Overseas,2011
49,RohitSharma,147.0,16,0,4,32,13,7,0,MI,Indian,2011
50,RobinUthappa,140.0,14,0,0,27,10,12,3,PWI,Indian,2011
51,AlfonsoThomas,139.5,11,11,96,0,0,2,0,PWI,Overseas,2011
52,ShadabJakati,137.5,15,10,80,0,0,9,0,CSK,Indian,2011
53,VenugopalRao,133.5,14,0,3,30,13,4,0,DD,Indian,2011
54,DavidWarner,133.5,13,0,0,34,11,4,0,DD,Overseas,2011
55,ManojTiwary,133.0,15,0,4,26,14,6,0,KKR,Indian,2011
56,BrettLee,130.5,12,5,108,0,0,2,0,KKR,Overseas,2011
57,SubramaniamBadrinath,129.0,16,0,0,38,9,1,0,CSK,Indian,2011
58,LakshmipathyBalaji,129.0,14,10,89,0,0,2,0,KKR,Indian,2011
59,PragyanOjha,126.0,10,10,86,0,0,2,0,DC,Indian,2011
60,RahulDravid,124.5,12,0,0,45,2,2,0,RR,Indian,2011
61,ABdeVilliers,124.0,16,0,0,21,14,7,2,RCB,Overseas,2011
62,GautamGambhir,123.0,15,0,0,44,3,1,0,KKR,Indian,2011
63,DineshKarthik,122.0,14,0,0,32,7,7,0,KXIP,Indian,2011
64,ShanthakumaranSreesanth,121.0,9,7,94,0,0,1,0,KTK,Indian,2011
65,MahelaJayawardene,120.0,13,0,0,35,5,6,0,KTK,Overseas,2011
66,WayneParnell,117.5,8,9,75,2,1,1,0,PWI,Overseas,2011
67,TillakaratneDilshan,115.0,10,1,16,33,3,1,0,RCB,Overseas,2011
68,JPDuminy,113.5,10,4,44,9,8,2,0,DC,Overseas,2011
69,AbhimanyuMithun,113.0,12,5,67,3,1,7,0,RCB,Indian,2011
70,ShakibAlHasan,107.5,7,11,59,4,0,0,0,KKR,Overseas,2011
71,AmitSingh,106.5,9,9,75,0,0,0,0,RR,Indian,2011
72,AshokMenaria,104.5,13,2,30,10,10,3,0,RR,Indian,2011
73,ManishPandey,103.5,10,0,0,28,6,5,0,PWI,Indian,2011
74,RajatBhatia,101.5,14,8,56,3,0,4,0,KKR,Indian,2011
75,SiddharthTrivedi,101.0,12,10,66,0,0,0,0,RR,Indian,2011
76,SunnySohal,97.5,11,0,0,25,10,0,0,DC,Indian,2011
77,ParthivPatel,92.0,14,0,0,25,2,8,1,KTK,Indian,2011
78,BhargavBhatt,89.0,10,9,55,0,0,1,0,KXIP,Indian,2011
79,SurajRandiv,86.0,8,6,60,0,0,2,0,CSK,Overseas,2011
80,NamanOjha,86.0,14,0,0,11,11,8,0,DD,Indian,2011
81,ShalabhSrivastava,82.0,6,8,49,0,0,2,0,KXIP,Indian,2011
82,AjitAgarkar,76.5,7,8,46,1,0,0,0,DD,Indian,2011
83,DwayneBravo,74.5,6,6,40,1,1,3,0,CSK,Overseas,2011
84,RyanMcLaren,73.5,6,5,30,7,1,2,0,KXIP,Overseas,2011
85,ShaunTait,73.0,4,6,42,1,0,3,0,RR,Overseas,2011
86,BharatChipli,70.0,14,0,1,21,4,1,0,DC,Indian,2011
87,DwarakaRaviTeja,70.0,12,0,1,17,4,5,0,DC,Indian,2011
88,AidenBlizzard,69.5,6,0,0,21,2,4,0,MI,Overseas,2011
89,AliMurtaza,69.0,5,3,56,0,0,1,0,MI,Indian,2011
90,RaiphiGomez,66.5,11,5,33,4,1,1,0,KTK,Indian,2011
91,JaydevUnadkat,66.0,7,6,40,0,0,2,0,KKR,Indian,2011
92,MitchellMarsh,65.0,5,7,25,2,3,0,0,PWI,Overseas,2011
93,SaurabhTiwary,62.5,16,0,0,13,5,5,0,RCB,Indian,2011
94,DhawalKulkarni,62.0,6,5,42,0,0,1,0,MI,Indian,2011
95,RossTaylor,62.0,12,0,0,11,7,4,0,RR,Overseas,2011
96,JamesFranklin,61.5,8,3,14,10,2,2,0,MI,Overseas,2011
97,MayankAgarwal,61.5,8,0,0,16,4,3,0,RCB,Indian,2011
98,RoelofvanderMerwe,61.0,4,5,36,1,0,2,0,DD,Overseas,2011
99,EoinMorgan,60.5,12,0,0,17,3,3,0,KKR,Overseas,2011
100,ShrikantWagh,59.5,7,4,43,0,0,1,0,PWI,Indian,2011
101,AndrewSymonds,59.0,11,1,10,9,3,5,0,MI,Overseas,2011
102,AshokDinda,58.5,6,5,41,0,0,0,0,DD,Indian,2011
103,TimSouthee,57.0,5,4,43,0,0,0,0,CSK,Overseas,2011
104,MithunManhas,56.5,10,0,15,8,4,3,0,PWI,Indian,2011
105,MuttiahMuralitharan,55.5,5,2,46,0,0,1,0,KTK,Overseas,2011
106,PParameswaran,55.0,5,4,41,0,0,0,0,KTK,Overseas,2011
107,SyedMohammad,54.0,5,5,29,2,0,1,0,RCB,Indian,2011
108,ShahbazNadeem,51.0,5,4,37,0,0,0,0,DD,Indian,2011
109,UmeshYadav,50.5,7,2,36,0,0,3,0,DD,Indian,2011
110,AbhishekNayar,49.5,10,2,15,9,0,2,0,KXIP,Indian,2011
111,DavyJacobs,49.0,6,0,0,10,4,2,2,MI,Overseas,2011
112,MuraliKartik,48.5,6,1,40,1,0,1,0,PWI,Indian,2011
113,CharlLangeveldt,48.0,3,5,27,0,1,0,0,RCB,Overseas,2011
114,YogeshNagar,47.0,11,1,5,6,6,1,0,DD,Indian,2011
115,BipulSharma,46.0,4,4,27,1,0,1,0,KXIP,Indian,2011
116,SrikkanthAnirudha,45.5,9,0,0,6,3,8,0,CSK,Indian,2011
117,JJvanderWath,45.5,3,3,29,1,1,0,0,RCB,Overseas,2011
118,RyantenDoeschate,45.0,6,0,0,9,5,2,0,KKR,Overseas,2011
119,BhuvneshwarKumar,43.5,4,3,28,0,0,2,0,PWI,Indian,2011
120,TirumalasettiSuman,42.0,8,0,7,5,5,2,0,MI,Indian,2011
121,ThisaraPerera,41.0,4,2,24,4,0,0,0,KTK,Overseas,2011
122,DavidHussey,40.5,8,1,4,3,3,6,0,KXIP,Overseas,2011
123,AjinkyaRahane,39.5,10,0,0,12,2,1,0,RR,Indian,2011
124,VarunAaron,38.0,4,2,31,0,0,0,0,DD,Indian,2011
125,AbhishekRaut,36.5,7,0,8,5,1,5,0,RR,Indian,2011
126,AaronFinch,33.0,6,0,5,3,3,4,0,DD,Overseas,2011
127,AsadPathan,31.5,6,0,7,5,2,2,0,RCB,Indian,2011
128,ManpreetGony,31.0,3,4,17,0,0,0,0,DC,Indian,2011
129,AnandRajan,30.5,2,3,15,0,0,2,0,DC,Indian,2011
130,AavishkarSalvi,30.0,2,3,17,0,0,1,0,DD,Indian,2011
131,TravisBirt,29.5,5,0,0,9,2,0,0,DD,Overseas,2011
132,LukePomersbach,29.5,5,0,0,4,2,5,0,RCB,Overseas,2011
133,RameshPowar,29.0,5,2,22,0,0,0,0,KTK,Indian,2011
134,HarmeetSinghBansal,27.5,2,3,17,0,0,0,0,DC,Indian,2011
135,ManvinderBisla,27.5,5,0,0,8,0,1,2,KKR,Indian,2011
136,MohammadKaif,27.5,8,0,0,5,0,6,0,RCB,Indian,2011
137,CameronWhite,27.0,6,0,0,6,2,2,0,DC,Overseas,2011
138,ShreevatsGoswami,25.0,5,0,0,5,0,4,1,KKR,Indian,2011
139,AmitPaunikar,25.0,4,0,0,9,0,1,0,RR,Indian,2011
140,WriddhimanSaha,24.0,7,0,0,2,4,2,0,CSK,Indian,2011
141,MichaelKlinger,22.5,4,0,0,9,0,0,0,KTK,Overseas,2011
142,SunnySingh,21.0,6,0,0,6,1,1,0,KXIP,Indian,2011
143,RyanNinan,21.0,2,3,8,0,0,1,0,RCB,Indian,2011
144,DirkNannes,20.5,2,2,11,0,0,1,0,RCB,Overseas,2011
145,DishantYagnik,20.0,7,0,0,1,0,3,4,RR,Indian,2011
146,MohnishMishra,19.5,6,0,0,5,2,0,0,PWI,Indian,2011
147,AnkeetChavan,19.5,2,0,17,0,0,1,0,RR,Indian,2011
148,CallumFerguson,17.5,5,0,0,6,0,1,0,PWI,Overseas,2011
149,GraemeSmith,17.5,4,0,0,6,0,1,0,PWI,Overseas,2011
150,RajagopalSathish,17.0,9,0,7,1,0,3,0,MI,Indian,2011
151,SouravGanguly,17.0,4,0,0,3,2,1,0,PWI,Indian,2011
152,MandeepSingh,16.0,6,0,0,4,1,1,0,KXIP,Indian,2011
153,AbhishekJhunjhunwala,16.0,3,0,1,2,0,4,0,PWI,Indian,2011
154,NathanMcCullum,16.0,2,0,10,0,1,1,0,PWI,Overseas,2011
155,YGnaneswaraRao,15.5,2,0,3,3,0,2,0,KTK,Overseas,2011
156,StuartBinny,14.5,6,0,1,2,1,2,0,RR,Indian,2011
157,VVSLaxman,14.5,3,0,0,3,2,0,0,KTK,Indian,2011
158,OwaisShah,14.5,3,0,0,1,2,2,0,KTK,Overseas,2011
159,NayanDoshi,13.5,3,1,10,0,0,0,0,RR,Indian,2011
160,CheteshwarPujara,12.5,7,0,0,4,0,1,0,RCB,Indian,2011
161,NuwanKulasekara,10.5,1,1,7,0,0,0,0,CSK,Overseas,2011
162,SarabjitLadda,10.5,2,0,8,0,0,1,0,KKR,Indian,2011
163,JamesFaulkner,10.5,1,1,7,0,0,0,0,PWI,Overseas,2011
164,PankajSingh,10.5,1,0,3,0,0,3,0,RR,Indian,2011
165,IshankJaggi,10.0,2,0,0,3,0,1,0,DC,Indian,2011
166,NathanRimmington,9.0,1,0,9,0,0,0,0,KXIP,Overseas,2011
167,BradHaddin,8.5,1,0,0,2,1,0,0,KKR,Overseas,2011
168,SSMundhe,7.5,1,1,4,0,0,0,0,PWI,Indian,2011
169,FaizFazal,7.5,2,0,0,3,0,0,0,RR,Indian,2011
170,ArunKarthik,7.5,3,0,0,1,0,2,0,RCB,Indian,2011
171,BalachandraAkhil,7.5,1,0,4,0,1,0,0,KTK,Indian,2011
172,KedarJadhav,7.5,6,0,0,1,0,2,0,KTK,Indian,2011
173,SachinRana,7.0,2,0,2,2,0,0,0,PWI,Indian,2011
174,ScottStyris,6.0,2,0,1,1,0,1,0,CSK,Overseas,2011
175,JacobOram,5.5,2,1,2,0,0,0,0,RR,Overseas,2011
176,JoginderSharma,5.0,1,0,5,0,0,0,0,CSK,Indian,2011
177,ColinIngram,5.0,3,0,0,2,0,0,0,DD,Overseas,2011
178,AndrewMcDonald,5.0,1,0,5,0,0,0,0,DD,Overseas,2011
179,LaxmiRatanShukla,5.0,1,0,0,2,0,0,0,KKR,Indian,2011
180,HarpreetSingh,5.0,2,0,0,0,0,2,0,PWI,Indian,2011
181,KamranKhan,5.0,1,0,5,0,0,0,0,PWI,Indian,2011
182,PinalShah,5.0,2,0,0,1,0,0,1,RR,Indian,2011
183,LoveAblish,3.0,1,0,3,0,0,0,0,KXIP,Indian,2011
184,VikramjeetMalik,3.0,1,0,3,0,0,0,0,KXIP,Indian,2011
185,PPrasanth,3.0,1,0,3,0,0,0,0,KTK,Overseas,2011
186,KedarDevdhar,2.5,1,0,0,0,0,0,1,DC,Indian,2011
187,MichaelLumb,2.5,1,0,0,0,0,1,0,DC,Overseas,2011
188,IMalhotra,2.5,1,0,0,1,0,0,0,DC,Overseas,2011
189,SiddharthChitnis,2.5,1,0,0,1,0,0,0,KXIP,Indian,2011
190,MarkBoucher,2.5,4,0,0,0,0,1,0,KKR,Overseas,2011
191,SAAsnodkar,2.5,1,0,0,1,0,0,0,RR,Overseas,2011
192,AbrarKazi,2.0,1,0,2,0,0,0,0,RCB,Indian,2011
193,UnmuktChand,0.0,2,0,0,0,0,0,0,DD,Indian,2011
194,SSriram,0.0,1,0,0,0,0,0,0,DD,Overseas,2011
195,MatthewWade,0.0,3,0,0,0,0,0,0,DD,Overseas,2011
196,TimPaine,0.0,2,0,0,0,0,0,0,PWI,Overseas,2011
1,ChrisGayle,331.5,15,0,5,46,59,2,0,RCB,Overseas,2012
2,DwayneBravo,305.0,19,15,110,20,20,9,0,CSK,Overseas,2012
3,JacquesKallis,289.5,17,15,112,34,10,2,0,KKR,Overseas,2012
4,LasithMalinga,257.5,14,22,145,4,3,6,0,MI,Overseas,2012
5,SunilNarine,255.5,15,24,164,2,0,1,0,KKR,Overseas,2012
6,IrfanPathan,249.0,17,8,145,14,6,8,0,DD,Indian,2012
7,AjinkyaRahane,245.0,16,0,0,73,10,11,0,RR,Indian,2012
8,MorneMorkel,244.0,16,25,154,0,0,1,0,DD,Overseas,2012
9,ShikharDhawan,243.0,15,3,12,58,18,5,0,DC,Indian,2012
10,KieronPollard,242.5,14,16,85,15,14,6,0,MI,Overseas,2012
11,VirenderSehwag,233.5,16,0,7,57,19,7,0,DD,Indian,2012
12,AzharMahmood,229.5,11,14,95,16,8,7,0,KXIP,Overseas,2012
13,GautamGambhir,229.5,17,0,0,64,17,4,0,KKR,Indian,2012
14,PiyushChawla,224.0,16,16,124,9,4,3,0,KXIP,Indian,2012
15,ZaheerKhan,220.5,16,17,146,1,0,5,0,RCB,Indian,2012
16,UmeshYadav,219.0,17,19,145,0,0,3,0,DD,Indian,2012
17,VinayKumar,219.0,15,19,123,3,2,6,0,RCB,Indian,2012
18,DaleSteyn,214.5,12,18,138,0,1,4,0,DC,Overseas,2012
19,SureshRaina,212.0,19,2,21,36,19,11,0,CSK,Indian,2012
20,PraveenKumar,210.5,16,9,168,2,1,1,0,KXIP,Indian,2012
21,RavichandranAshwin,207.5,19,14,141,2,0,5,0,CSK,Indian,2012
22,AlbieMorkel,202.0,16,13,118,5,6,2,0,CSK,Overseas,2012
23,ShaneWatson,202.0,7,6,62,26,14,2,0,RR,Overseas,2012
24,HarbhajanSingh,198.5,17,6,117,14,3,6,0,MI,Indian,2012
25,RohitSharma,194.0,17,0,1,39,18,13,0,MI,Indian,2012
26,MunafPatel,188.0,12,15,123,0,0,5,0,MI,Indian,2012
27,RahulDravid,184.0,16,0,0,63,4,5,0,RR,Indian,2012
28,CameronWhite,181.0,13,0,1,41,20,3,0,DC,Overseas,2012
29,MandeepSingh,180.0,16,1,7,53,7,5,0,KXIP,Indian,2012
30,ParvinderAwana,179.0,12,17,112,0,0,3,0,KXIP,Indian,2012
31,RavindraJadeja,176.0,19,12,65,13,9,2,0,CSK,Indian,2012
32,DavidHussey,164.0,16,3,14,28,17,4,0,KXIP,Overseas,2012
